Response Time,Age,Gender,Country,Education,Job Title,Int Age
541,30-34,Man,United States of America,Master’s degree,Data Analyst,30
703,18-21,Woman,Pakistan,Bachelor’s degree,Data Scientist,18
969,22-24,Man,India,Bachelor’s degree,Student,22
800,30-34,Nonbinary,United States of America,Bachelor’s degree,Data Scientist,30
2341760,22-24,Man,India,Master’s degree,Student,22
4240,22-24,Man,Mexico,Master’s degree,Student,22
226,40-44,Man,Japan,Master’s degree,Machine Learning Engineer,40
697,45-49,Man,United States of America,Bachelor’s degree,Software Engineer,45
681,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
261,25-29,Man,India,I prefer not to answer,Software Engineer,25
509,22-24,Man,Ghana,Bachelor’s degree,Student,22
683,25-29,Man,United States of America,Master’s degree,Data Scientist,25
697,35-39,Nonbinary,Japan,Doctoral degree,Data Scientist,35
3021,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,18
191,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst,35
555,18-21,Woman,Sweden,Master’s degree,Machine Learning Engineer,18
655,40-44,Man,India,Bachelor’s degree,Business Analyst,40
429,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,25
624,25-29,Woman,India,Bachelor’s degree,Data Scientist,25
913,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,25
489,18-21,Man,India,Master’s degree,Software Engineer,18
1136,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
496,50-54,Man,Singapore,Bachelor’s degree,Currently not employed,50
1274,25-29,Man,India,I prefer not to answer,Data Analyst,25
426,22-24,Woman,India,Bachelor’s degree,Software Engineer,22
374,18-21,Man,India,Bachelor’s degree,Student,18
463,25-29,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,25
29737,30-34,Man,Malaysia,Bachelor’s degree,Data Scientist,30
685,35-39,Man,South Korea,Doctoral degree,Research Scientist,35
63235,30-34,Man,Chile,Bachelor’s degree,Data Scientist,30
1757,22-24,Man,China,Master’s degree,Developer Relations/Advocacy,22
885,25-29,Man,Taiwan,Master’s degree,Student,25
803,25-29,Man,India,Master’s degree,Data Scientist,25
864,25-29,Woman,Nigeria,Master’s degree,Machine Learning Engineer,25
1429,60-69,Man,Italy,Master’s degree,Data Scientist,60
799,22-24,Man,Japan,Master’s degree,Machine Learning Engineer,22
412,40-44,Man,United States of America,Master’s degree,Other,40
358,18-21,Man,India,Bachelor’s degree,Student,18
2126,30-34,Man,Kenya,Master’s degree,Research Scientist,30
10441,35-39,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other,35
708,30-34,Prefer not to say,Portugal,Master’s degree,Currently not employed,30
505,40-44,Man,Portugal,Doctoral degree,Data Scientist,40
484,18-21,Man,India,Bachelor’s degree,Student,18
4287,35-39,Man,Chile,Some college/university study without earning a bachelor’s degree,Data Scientist,35
1428,40-44,Man,India,I prefer not to answer,Currently not employed,40
2728,22-24,Man,United States of America,Bachelor’s degree,Currently not employed,22
356,22-24,Man,Japan,Master’s degree,Student,22
453,60-69,Prefer not to say,Other,Master’s degree,Program/Project Manager,60
818,40-44,Man,United States of America,Doctoral degree,Data Scientist,40
753,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student,18
328,22-24,Woman,India,Bachelor’s degree,Student,22
779,18-21,Man,India,Bachelor’s degree,Student,18
455,40-44,Man,Philippines,Master’s degree,Data Analyst,40
681,25-29,Man,Nigeria,Master’s degree,Software Engineer,25
1055,55-59,Man,India,Master’s degree,Other,55
906,25-29,Woman,France,Master’s degree,Data Scientist,25
394,18-21,Man,India,Bachelor’s degree,Student,18
2826,30-34,Man,India,Master’s degree,Product Manager,30
388,22-24,Man,Saudi Arabia,Bachelor’s degree,Student,22
467,18-21,Woman,I do not wish to disclose my location,Bachelor’s degree,Currently not employed,18
484,30-34,Man,Other,Master’s degree,Software Engineer,30
351,30-34,Woman,Viet Nam,Master’s degree,Research Scientist,30
966,22-24,Man,India,Bachelor’s degree,Data Engineer,22
353,18-21,Man,India,Bachelor’s degree,Student,18
715,22-24,Man,Nepal,Master’s degree,Data Analyst,22
2085418,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,22
774,30-34,Woman,Viet Nam,Master’s degree,Data Analyst,30
912,18-21,Man,India,Bachelor’s degree,Student,18
1208,35-39,Woman,Canada,Doctoral degree,Data Scientist,35
676,35-39,Woman,Germany,Professional doctorate,Developer Relations/Advocacy,35
534,22-24,Man,India,Bachelor’s degree,Student,22
507,22-24,Man,Bangladesh,Bachelor’s degree,Data Scientist,22
278,18-21,Man,India,Bachelor’s degree,Student,18
614,35-39,Man,Brazil,Bachelor’s degree,Data Engineer,35
4798,50-54,Man,United States of America,Master’s degree,Software Engineer,50
474,30-34,Man,Malaysia,Master’s degree,Research Scientist,30
900,25-29,Man,Bangladesh,Master’s degree,Other,25
625,22-24,Man,India,Master’s degree,Machine Learning Engineer,22
268,22-24,Man,India,Bachelor’s degree,Currently not employed,22
905,40-44,Man,Other,Master’s degree,DBA/Database Engineer,40
3171,30-34,Man,Peru,Master’s degree,Research Scientist,30
803,22-24,Man,India,Bachelor’s degree,DBA/Database Engineer,22
1826,30-34,Man,Russia,Master’s degree,DBA/Database Engineer,30
1260,22-24,Man,France,Master’s degree,Data Scientist,22
359,18-21,Man,India,Master’s degree,Student,18
3779,22-24,Man,Ghana,Bachelor’s degree,Student,22
582,18-21,Man,India,Bachelor’s degree,Student,18
696,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,25
438,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,18
1026,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Statistician,35
483,22-24,Man,India,Master’s degree,Student,22
678,50-54,Man,France,Master’s degree,Other,50
779,25-29,Man,China,Master’s degree,Student,25
1477,70+,Man,France,Professional doctorate,Other,70
2251,40-44,Man,Romania,I prefer not to answer,Student,40
222,22-24,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Business Analyst,22
1167,25-29,Man,Other,Bachelor’s degree,Software Engineer,25
1234,30-34,Man,India,Master’s degree,Data Scientist,30
206,60-69,Man,United States of America,Master’s degree,Currently not employed,60
2408,30-34,Man,India,Master’s degree,Software Engineer,30
339,30-34,Man,Sri Lanka,Bachelor’s degree,Currently not employed,30
683,45-49,Man,United States of America,Master’s degree,Software Engineer,45
2525,45-49,Man,Colombia,Master’s degree,Program/Project Manager,45
454,25-29,Man,United States of America,Master’s degree,Other,25
30862,22-24,Man,Turkey,Master’s degree,Student,22
482,22-24,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Statistician,22
320,18-21,Man,India,Bachelor’s degree,Student,18
431,25-29,Man,India,Bachelor’s degree,Data Analyst,25
1630,25-29,Man,Netherlands,Master’s degree,Data Analyst,25
1021,22-24,Man,India,Master’s degree,Student,22
63030,30-34,Woman,Saudi Arabia,Doctoral degree,Data Analyst,30
927,18-21,Man,India,Bachelor’s degree,Student,18
355,22-24,Woman,India,Bachelor’s degree,Student,22
530,22-24,Man,India,Master’s degree,Data Analyst,22
611,18-21,Man,Belarus,Some college/university study without earning a bachelor’s degree,Software Engineer,18
331,40-44,Man,Colombia,Master’s degree,Other,40
729,25-29,Man,Ghana,Bachelor’s degree,Other,25
378,35-39,Man,Indonesia,I prefer not to answer,Program/Project Manager,35
639,18-21,Man,Poland,Bachelor’s degree,Student,18
289,25-29,Woman,United States of America,Master’s degree,Business Analyst,25
612,18-21,Man,Indonesia,Master’s degree,Machine Learning Engineer,18
877,35-39,Man,Italy,Master’s degree,Software Engineer,35
600,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Data Scientist,18
732,18-21,Woman,India,Master’s degree,Student,18
560,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,22
1770,18-21,Woman,India,Bachelor’s degree,Student,18
478,55-59,Woman,United States of America,Master’s degree,Business Analyst,55
647,25-29,Man,Ghana,Bachelor’s degree,Data Scientist,25
716,30-34,Man,Japan,Master’s degree,Data Scientist,30
303,22-24,Woman,India,Bachelor’s degree,Software Engineer,22
476,40-44,Man,India,Master’s degree,Data Scientist,40
650,18-21,Woman,China,Bachelor’s degree,Student,18
237,18-21,Woman,India,Bachelor’s degree,Student,18
568,22-24,Man,India,Master’s degree,Data Scientist,22
450,45-49,Man,Singapore,Master’s degree,Other,45
1627,25-29,Man,Other,Bachelor’s degree,Machine Learning Engineer,25
416,25-29,Woman,United States of America,Master’s degree,Data Analyst,25
722,35-39,Woman,Netherlands,Bachelor’s degree,Software Engineer,35
1563,55-59,Man,Colombia,Bachelor’s degree,Software Engineer,55
210,30-34,Nonbinary,Brazil,Bachelor’s degree,Data Engineer,30
647,22-24,Man,China,Doctoral degree,Machine Learning Engineer,22
483,45-49,Man,Spain,Doctoral degree,Research Scientist,45
2538,45-49,Man,Egypt,Bachelor’s degree,Data Analyst,45
343,25-29,Man,Kazakhstan,Master’s degree,Data Scientist,25
675,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,18
336,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,40
446,22-24,Man,Pakistan,Master’s degree,Data Scientist,22
376,18-21,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,18
798,25-29,Man,Egypt,Bachelor’s degree,Software Engineer,25
602,55-59,Man,United States of America,Master’s degree,Data Scientist,55
724,25-29,Woman,Netherlands,Master’s degree,Data Analyst,25
981,45-49,Man,Germany,Master’s degree,Software Engineer,45
232,25-29,Man,Brazil,Master’s degree,Other,25
242,18-21,Man,India,Bachelor’s degree,Student,18
2325,18-21,Man,Viet Nam,No formal education past high school,Machine Learning Engineer,18
710,40-44,Man,India,Master’s degree,Data Engineer,40
381,50-54,Man,United States of America,Master’s degree,Software Engineer,50
503942,30-34,Woman,United States of America,Bachelor’s degree,Data Scientist,30
549,30-34,Man,India,Bachelor’s degree,Software Engineer,30
525,30-34,Man,United States of America,Master’s degree,Data Scientist,30
328,50-54,Man,Mexico,Bachelor’s degree,Data Analyst,50
299,18-21,Man,Russia,Some college/university study without earning a bachelor’s degree,Student,18
311,30-34,Man,India,Master’s degree,Statistician,30
682,18-21,Woman,India,Bachelor’s degree,Student,18
2251,40-44,Man,Belarus,Master’s degree,Data Analyst,40
1137,35-39,Man,Taiwan,Doctoral degree,Machine Learning Engineer,35
926,35-39,Man,Sri Lanka,Some college/university study without earning a bachelor’s degree,Software Engineer,35
619,40-44,Woman,India,Master’s degree,Other,40
1060,35-39,Woman,United States of America,Bachelor’s degree,Data Analyst,35
1183,40-44,Woman,Brazil,I prefer not to answer,Statistician,40
264,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,18
268,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student,18
1486,25-29,Man,Pakistan,Master’s degree,Software Engineer,25
4736,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,22
1799,45-49,Man,Other,Bachelor’s degree,Data Scientist,45
420,40-44,Man,United States of America,Master’s degree,Software Engineer,40
205,30-34,Man,United States of America,Master’s degree,Currently not employed,30
647,55-59,Man,India,Master’s degree,Software Engineer,55
727,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other,55
306,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,25
519,18-21,Man,India,Bachelor’s degree,Student,18
396,18-21,Prefer not to say,Indonesia,Bachelor’s degree,Student,18
327,22-24,Man,Bangladesh,Bachelor’s degree,Research Scientist,22
919,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,22
928,22-24,Man,India,Master’s degree,Student,22
564,55-59,Man,Italy,Master’s degree,Other,55
296,35-39,Man,Japan,Master’s degree,Program/Project Manager,35
143,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
280,18-21,Man,Philippines,Bachelor’s degree,Student,18
272,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,18
490,22-24,Man,South Korea,Bachelor’s degree,Student,22
595,25-29,Man,Other,Bachelor’s degree,Student,25
342,35-39,Man,Canada,Bachelor’s degree,Data Analyst,35
336,18-21,Man,India,Bachelor’s degree,Student,18
1717,25-29,Man,Other,Master’s degree,Data Scientist,25
527,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Data Analyst,18
646,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,18
632,30-34,Man,Other,Bachelor’s degree,Software Engineer,30
757,18-21,Man,India,Bachelor’s degree,Student,18
446,30-34,Man,Australia,Bachelor’s degree,DBA/Database Engineer,30
2130,25-29,Man,India,Master’s degree,Currently not employed,25
1682,25-29,Man,India,Bachelor’s degree,Software Engineer,25
656,60-69,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,60
855,45-49,Man,Australia,Doctoral degree,Program/Project Manager,45
543,40-44,Man,China,Doctoral degree,Data Scientist,40
627,45-49,Man,Russia,Doctoral degree,Data Analyst,45
1432,30-34,Woman,United States of America,Bachelor’s degree,Student,30
2448,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,55
3199,55-59,Man,Singapore,Master’s degree,Data Analyst,55
514,60-69,Man,United States of America,Doctoral degree,Research Scientist,60
925,40-44,Man,Russia,Master’s degree,Data Scientist,40
427,25-29,Man,United States of America,Master’s degree,Research Scientist,25
526,50-54,Man,Taiwan,Doctoral degree,Currently not employed,50
367,25-29,Man,Taiwan,Master’s degree,Student,25
191,25-29,Woman,Portugal,Bachelor’s degree,Student,25
661,30-34,Man,Turkey,Master’s degree,Data Scientist,30
1002,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,25
618,25-29,Man,India,Master’s degree,Currently not employed,25
1199,25-29,Woman,India,Master’s degree,Software Engineer,25
2743,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,35
463,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,25
499,25-29,Man,Colombia,Bachelor’s degree,Software Engineer,25
13140,40-44,Man,Colombia,Master’s degree,Data Analyst,40
701,25-29,Woman,Egypt,Master’s degree,Currently not employed,25
442,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,18
1013,40-44,Man,India,Master’s degree,Other,40
439256,25-29,Man,India,Master’s degree,Software Engineer,25
3806,22-24,Woman,Taiwan,Master’s degree,Student,22
806,45-49,Man,France,Master’s degree,Product Manager,45
505,25-29,Man,Italy,Professional doctorate,Student,25
1252,22-24,Woman,India,Bachelor’s degree,Research Scientist,22
560,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,25
904,18-21,Man,India,Bachelor’s degree,Student,18
1425,35-39,Woman,United States of America,Master’s degree,Data Analyst,35
287,18-21,Man,India,Master’s degree,Student,18
570,30-34,Man,Japan,I prefer not to answer,Software Engineer,30
730,30-34,Man,France,Master’s degree,Student,30
1648,35-39,Man,Other,Bachelor’s degree,Developer Relations/Advocacy,35
818,70+,Man,United States of America,Master’s degree,Data Scientist,70
440,22-24,Man,India,Master’s degree,Statistician,22
487,22-24,Man,Viet Nam,Bachelor’s degree,Student,22
245,25-29,Man,India,Bachelor’s degree,Business Analyst,25
813,30-34,Man,Other,Bachelor’s degree,Software Engineer,30
294,22-24,Woman,Pakistan,Doctoral degree,Statistician,22
633,25-29,Woman,Australia,Master’s degree,Data Scientist,25
608,25-29,Woman,Canada,Master’s degree,Data Scientist,25
795,25-29,Man,Algeria,Doctoral degree,Research Scientist,25
1313,40-44,Man,Brazil,Bachelor’s degree,Machine Learning Engineer,40
2276,22-24,Man,India,Master’s degree,Student,22
908,25-29,Man,United States of America,Master’s degree,Product Manager,25
407,35-39,Woman,India,Professional doctorate,Research Scientist,35
442,18-21,Man,Indonesia,Bachelor’s degree,Other,18
438,30-34,Man,United States of America,Master’s degree,Data Scientist,30
4777,25-29,Man,Russia,Doctoral degree,Machine Learning Engineer,25
399,18-21,Woman,India,Bachelor’s degree,Student,18
640,30-34,Man,Russia,Professional doctorate,Research Scientist,30
873,35-39,Man,India,Master’s degree,Data Engineer,35
2899,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
700,18-21,Man,India,Bachelor’s degree,Currently not employed,18
755,35-39,Man,Taiwan,Doctoral degree,Other,35
615,18-21,Man,India,Bachelor’s degree,Student,18
565,45-49,Man,United States of America,Doctoral degree,Software Engineer,45
479,30-34,Man,Brazil,Master’s degree,Product Manager,30
806,25-29,Woman,Portugal,Master’s degree,Software Engineer,25
725,35-39,Man,India,Bachelor’s degree,Program/Project Manager,35
2861,40-44,Man,Sweden,Master’s degree,Data Analyst,40
2767,22-24,Man,Other,Bachelor’s degree,Other,22
237,25-29,Man,United States of America,Bachelor’s degree,Currently not employed,25
248,22-24,Man,India,Master’s degree,Data Scientist,22
280,22-24,Man,Indonesia,Master’s degree,Student,22
464,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Student,22
1311,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,35
186,25-29,Man,Brazil,Bachelor’s degree,Student,25
598,25-29,Man,China,Master’s degree,Machine Learning Engineer,25
141,18-21,Man,Poland,Some college/university study without earning a bachelor’s degree,Student,18
780,35-39,Man,India,Master’s degree,Other,35
846,18-21,Woman,Pakistan,Bachelor’s degree,Machine Learning Engineer,18
320,22-24,Man,United States of America,Bachelor’s degree,Currently not employed,22
261,25-29,Prefer not to say,Greece,Master’s degree,Data Scientist,25
1185,45-49,Man,South Korea,Master’s degree,Data Scientist,45
686,40-44,Woman,Japan,No formal education past high school,Program/Project Manager,40
256,25-29,Woman,Germany,Master’s degree,Other,25
987,40-44,Man,Japan,Master’s degree,Program/Project Manager,40
15198,18-21,Man,India,Master’s degree,Student,18
664,25-29,Man,Singapore,Master’s degree,Data Scientist,25
187,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,25
504,40-44,Man,Ukraine,Master’s degree,Currently not employed,40
314,35-39,Man,Australia,Bachelor’s degree,Data Engineer,35
430,22-24,Man,India,Bachelor’s degree,Data Engineer,22
526,22-24,Woman,India,Master’s degree,Data Scientist,22
485,50-54,Man,India,Some college/university study without earning a bachelor’s degree,Business Analyst,50
1175,22-24,Man,Sri Lanka,Bachelor’s degree,Student,22
1119,22-24,Woman,India,Master’s degree,Currently not employed,22
1032,40-44,Man,India,Bachelor’s degree,Data Scientist,40
1165,25-29,Man,United States of America,Master’s degree,Student,25
767,35-39,Man,Chile,Bachelor’s degree,Software Engineer,35
420,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
409,25-29,Woman,United States of America,Master’s degree,Data Engineer,25
1139,25-29,Man,Japan,Master’s degree,Student,25
876,22-24,Man,Taiwan,Bachelor’s degree,Machine Learning Engineer,22
7501,70+,Nonbinary,Canada,I prefer not to answer,Other,70
252,45-49,Man,India,Bachelor’s degree,Product Manager,45
3517,40-44,Man,Portugal,Doctoral degree,Research Scientist,40
205,18-21,Man,India,Bachelor’s degree,Student,18
373,22-24,Man,India,Master’s degree,Software Engineer,22
290,22-24,Man,Other,Master’s degree,Student,22
167,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,18
433,40-44,Man,United States of America,Doctoral degree,Student,40
852,25-29,Man,India,Bachelor’s degree,Data Analyst,25
888,22-24,Man,Other,Master’s degree,Data Scientist,22
13190,18-21,Man,India,Master’s degree,Data Scientist,18
559,30-34,Man,United States of America,Master’s degree,Business Analyst,30
7707,25-29,Man,Viet Nam,Bachelor’s degree,Software Engineer,25
727,25-29,Woman,Egypt,I prefer not to answer,Machine Learning Engineer,25
789,40-44,Man,Ukraine,I prefer not to answer,Software Engineer,40
426,25-29,Man,Malaysia,Master’s degree,Data Analyst,25
530,18-21,Man,India,No formal education past high school,Currently not employed,18
753,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,55
443,22-24,Woman,Poland,Master’s degree,Data Engineer,22
456,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,22
433,35-39,Man,Switzerland,Master’s degree,Business Analyst,35
487,25-29,Woman,Pakistan,Bachelor’s degree,Currently not employed,25
202,30-34,Man,India,Master’s degree,Student,30
417,25-29,Man,Indonesia,Master’s degree,DBA/Database Engineer,25
854,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,40
463,18-21,Man,Viet Nam,Bachelor’s degree,Data Scientist,18
811,70+,Man,Canada,Bachelor’s degree,Currently not employed,70
143,18-21,Woman,India,Master’s degree,Student,18
387,18-21,Man,India,Bachelor’s degree,Student,18
362,25-29,Man,India,Bachelor’s degree,Other,25
471,40-44,Man,Brazil,Master’s degree,Statistician,40
796,40-44,Woman,United States of America,Doctoral degree,Data Scientist,40
588,30-34,Man,India,Bachelor’s degree,Software Engineer,30
811,40-44,Man,Czech Republic,Master’s degree,Product Manager,40
11271,25-29,Woman,Turkey,Master’s degree,Currently not employed,25
696,40-44,Man,India,Master’s degree,Business Analyst,40
881,35-39,Man,Other,Bachelor’s degree,Software Engineer,35
453,25-29,Man,India,Master’s degree,Currently not employed,25
991,50-54,Man,Russia,Master’s degree,Data Scientist,50
406,50-54,Man,Canada,Bachelor’s degree,Data Analyst,50
1202,30-34,Man,Brazil,Master’s degree,Business Analyst,30
878,40-44,Man,Canada,Master’s degree,Program/Project Manager,40
281,30-34,Man,Turkey,Master’s degree,Program/Project Manager,30
677,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,22
1422,35-39,Man,India,Bachelor’s degree,Other,35
484,35-39,Woman,Netherlands,Doctoral degree,Data Scientist,35
784,18-21,Man,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer,18
639,22-24,Woman,Colombia,Bachelor’s degree,Research Scientist,22
1023,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
498,22-24,Man,India,Master’s degree,Student,22
683,18-21,Man,Pakistan,Bachelor’s degree,Student,18
342,22-24,Woman,Other,Master’s degree,Other,22
1424,30-34,Man,China,Doctoral degree,Research Scientist,30
727,40-44,Man,Russia,Master’s degree,Program/Project Manager,40
364,35-39,Woman,United States of America,Bachelor’s degree,Other,35
6791,35-39,Man,Spain,Master’s degree,Data Engineer,35
369,30-34,Man,Sri Lanka,I prefer not to answer,Data Engineer,30
307,22-24,Man,India,Bachelor’s degree,Student,22
1210,30-34,Man,United States of America,Master’s degree,Data Analyst,30
1883,30-34,Man,Russia,Master’s degree,Data Analyst,30
529,40-44,Man,Japan,I prefer not to answer,Currently not employed,40
865,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,22
391,25-29,Man,United States of America,Master’s degree,Currently not employed,25
677,25-29,Man,Chile,Bachelor’s degree,Data Scientist,25
1088,22-24,Man,Poland,Bachelor’s degree,Data Engineer,22
1264,18-21,Woman,India,Bachelor’s degree,Student,18
1033,25-29,Man,India,Master’s degree,Data Analyst,25
223,25-29,Man,Russia,I prefer not to answer,Student,25
531,18-21,Woman,India,Bachelor’s degree,Student,18
201,22-24,Man,United States of America,Bachelor’s degree,Student,22
953,35-39,Man,Malaysia,Bachelor’s degree,Business Analyst,35
465,25-29,Woman,United States of America,Doctoral degree,Research Scientist,25
782,45-49,Man,Japan,Master’s degree,Program/Project Manager,45
835,18-21,Man,France,Master’s degree,Student,18
639,60-69,Man,France,Master’s degree,Currently not employed,60
7809,18-21,Man,Ghana,Bachelor’s degree,Student,18
173,18-21,Man,Thailand,Bachelor’s degree,Student,18
5348,25-29,Man,Argentina,Master’s degree,Data Analyst,25
895,35-39,Man,India,Master’s degree,DBA/Database Engineer,35
277,25-29,Man,France,Master’s degree,Data Scientist,25
754,25-29,Man,Japan,Bachelor’s degree,Software Engineer,25
919,35-39,Man,Japan,Master’s degree,Data Scientist,35
574,30-34,Man,United States of America,Bachelor’s degree,Other,30
510,30-34,Man,Russia,Master’s degree,Data Analyst,30
587,22-24,Man,Nepal,Some college/university study without earning a bachelor’s degree,Other,22
851,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,22
964,40-44,Man,Nigeria,Bachelor’s degree,Currently not employed,40
509,25-29,Woman,United States of America,Master’s degree,Other,25
961,22-24,Woman,United States of America,Bachelor’s degree,Research Scientist,22
880,22-24,Man,China,Master’s degree,Student,22
399,18-21,Nonbinary,United States of America,No formal education past high school,Currently not employed,18
220,40-44,Woman,Japan,Bachelor’s degree,Other,40
2072,30-34,Woman,Russia,Master’s degree,Other,30
666,45-49,Prefer to self-describe,Canada,Bachelor’s degree,Data Scientist,45
731,22-24,Man,India,Bachelor’s degree,Data Scientist,22
908,50-54,Man,United States of America,Bachelor’s degree,Software Engineer,50
511,40-44,Woman,South Africa,Doctoral degree,Data Scientist,40
136,18-21,Woman,China,Bachelor’s degree,Student,18
174,18-21,Man,India,Master’s degree,Student,18
1037,25-29,Man,India,Bachelor’s degree,Software Engineer,25
291991,50-54,Woman,Egypt,Doctoral degree,Currently not employed,50
1349,40-44,Man,Chile,Bachelor’s degree,Data Engineer,40
549,22-24,Man,China,Master’s degree,Student,22
637,18-21,Man,Ukraine,Bachelor’s degree,Data Scientist,18
615,22-24,Man,Japan,Master’s degree,Student,22
640,35-39,Man,India,Professional doctorate,Product Manager,35
2434,60-69,Man,Brazil,Master’s degree,Statistician,60
392,22-24,Woman,Taiwan,Bachelor’s degree,Program/Project Manager,22
487,25-29,Prefer not to say,India,Master’s degree,Machine Learning Engineer,25
400,25-29,Man,India,Bachelor’s degree,Currently not employed,25
456,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,22
520,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer,22
270,22-24,Man,Taiwan,Bachelor’s degree,Student,22
552,18-21,Man,India,Bachelor’s degree,Data Scientist,18
919,60-69,Man,Spain,Doctoral degree,Research Scientist,60
652,22-24,Woman,India,Bachelor’s degree,Student,22
1573,50-54,Man,Japan,Doctoral degree,Data Scientist,50
197,18-21,Man,United States of America,Bachelor’s degree,Student,18
496,25-29,Man,Other,Master’s degree,Student,25
6545,40-44,Man,United States of America,Bachelor’s degree,DBA/Database Engineer,40
379,22-24,Woman,India,Bachelor’s degree,Software Engineer,22
274,25-29,Man,Viet Nam,I prefer not to answer,Student,25
1168,22-24,Man,India,Bachelor’s degree,Data Scientist,22
1199,40-44,Man,Other,Doctoral degree,Research Scientist,40
504,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,22
1077,30-34,Man,China,Master’s degree,Data Analyst,30
794,35-39,Woman,India,Doctoral degree,Research Scientist,35
469,35-39,Man,India,Bachelor’s degree,Other,35
1167,45-49,Man,India,Bachelor’s degree,Other,45
310,25-29,Man,India,Bachelor’s degree,Data Scientist,25
525,18-21,Man,China,Master’s degree,Data Analyst,18
998,30-34,Man,India,Master’s degree,Data Scientist,30
810,45-49,Man,United States of America,Master’s degree,Program/Project Manager,45
181,18-21,Woman,India,Bachelor’s degree,Student,18
771,45-49,Woman,Australia,Doctoral degree,Data Scientist,45
456,30-34,Man,India,Master’s degree,Business Analyst,30
1441,40-44,Man,India,Bachelor’s degree,Data Analyst,40
497,25-29,Woman,Other,Master’s degree,Student,25
5361,18-21,Man,India,Bachelor’s degree,Student,18
382,22-24,Man,Egypt,Bachelor’s degree,Other,22
339,22-24,Man,Italy,Master’s degree,Student,22
1118,35-39,Man,India,Doctoral degree,Research Scientist,35
235,18-21,Man,India,Bachelor’s degree,Data Analyst,18
358,22-24,Man,Japan,Master’s degree,Student,22
5844,55-59,Man,Brazil,Bachelor’s degree,Software Engineer,55
892,40-44,Man,Brazil,Some college/university study without earning a bachelor’s degree,Other,40
545,22-24,Man,France,Master’s degree,Student,22
