,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary,Avg. Investment
10388,6212,30-34,Man,Nigeria,Bachelor’s degree,Data Scientist,5-10 years,$1-$99,"1,000-1,999",1500.0,50
10389,337,25-29,Man,Ukraine,I prefer not to answer,Data Analyst,< 1 years,0,0,0.0,0
10390,427,35-39,Man,India,Bachelor’s degree,Data Engineer,10-20 years,"$1000-$9,999","70,000-79,999",75000.0,5000
10391,1415,22-24,Man,India,Master’s degree,Data Scientist,1-3 years,$0 ($USD),"1,000-1,999",1500.0,0
10392,150,22-24,Man,I do not wish to disclose my location,Master’s degree,Student,< 1 years,0,0,0.0,0
10393,519,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,20+ years,$100-$999,"125,000-149,999",132000.0,500
10394,613,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,$1-$99,"7,500-9,999",8500.0,50
10395,491,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Currently not employed,10-20 years,0,0,0.0,0
10396,303,18-21,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
10397,3117,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,< 1 years,$100-$999,"3,000-3,999",3500.0,500
10398,3911,25-29,Man,China,Bachelor’s degree,Data Engineer,5-10 years,"$10,000-$99,999","1,000-1,999",1500.0,50000
10399,845,35-39,Man,United States of America,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"125,000-149,999",132000.0,0
10400,1955,30-34,Man,India,Master’s degree,Program/Project Manager,1-3 years,"$10,000-$99,999","10,000-14,999",12000.0,50000
10401,1894,22-24,Woman,Other,Master’s degree,Student,< 1 years,0,0,0.0,0
10402,459,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
10403,716,60-69,Prefer not to say,United States of America,Doctoral degree,Other,3-5 years,"$10,000-$99,999","125,000-149,999",132000.0,50000
10404,821,50-54,Man,Japan,Master’s degree,Data Scientist,20+ years,"$10,000-$99,999","90,000-99,999",95000.0,50000
10405,2446,25-29,Man,Nigeria,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
10406,2697,22-24,Man,India,Master’s degree,Data Scientist,< 1 years,$1-$99,$0-999,500.0,50
10407,659,40-44,Man,Nigeria,Master’s degree,Other,I have never written code,$1-$99,"7,500-9,999",8500.0,50
10408,769,18-21,Man,India,Bachelor’s degree,Business Analyst,5-10 years,$1-$99,$0-999,500.0,50
10409,1172,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),$0-999,500.0,0
10410,1272,22-24,Man,Morocco,Master’s degree,Student,1-3 years,0,0,0.0,0
10411,675,25-29,Woman,Other,Master’s degree,Student,3-5 years,0,0,0.0,0
10412,777,45-49,Man,India,Doctoral degree,Statistician,< 1 years,"$10,000-$99,999","40,000-49,999",45000.0,50000
10413,610,50-54,Man,United States of America,Doctoral degree,Research Scientist,3-5 years,$0 ($USD),$0-999,500.0,0
10414,1726,40-44,Man,Mexico,Doctoral degree,Data Scientist,5-10 years,$0 ($USD),"30,000-39,999",35000.0,0
10415,901,25-29,Man,United States of America,Master’s degree,Software Engineer,1-3 years,$0 ($USD),"80,000-89,999",85000.0,0
10416,1171,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$100-$999,"1,000-1,999",1500.0,500
10417,266,18-21,Woman,Other,Bachelor’s degree,Other,I have never written code,$100-$999,$0-999,500.0,500
10418,391,22-24,Man,China,Bachelor’s degree,Data Analyst,3-5 years,$1-$99,$0-999,500.0,50
10419,299,22-24,Woman,India,Master’s degree,Other,3-5 years,0,0,0.0,0
10420,344,22-24,Man,India,Master’s degree,Student,< 1 years,0,0,0.0,0
10421,416,22-24,Man,Italy,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
10422,465,22-24,Man,France,Master’s degree,Student,3-5 years,0,0,0.0,0
10423,8793,25-29,Man,Pakistan,Master’s degree,Machine Learning Engineer,1-3 years,$1-$99,$0-999,500.0,50
10424,2332,30-34,Man,India,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
10425,375,25-29,Man,India,Bachelor’s degree,Other,I have never written code,$1-$99,"7,500-9,999",8500.0,50
10426,700,25-29,Man,Turkey,Master’s degree,Data Scientist,1-3 years,$100-$999,"5,000-7,499",65000.0,500
10427,513,30-34,Man,Nepal,Master’s degree,Machine Learning Engineer,1-3 years,"$1000-$9,999","4,000-4,999",4500.0,5000
10428,463,22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
10429,982,50-54,Man,South Korea,Doctoral degree,Program/Project Manager,1-3 years,"$1000-$9,999",$0-999,500.0,5000
10430,123,18-21,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
10431,394,40-44,Prefer not to say,Sweden,Some college/university study without earning a bachelor’s degree,Currently not employed,20+ years,0,0,0.0,0
10432,426,25-29,Man,Bangladesh,Bachelor’s degree,Statistician,I have never written code,$0 ($USD),$0-999,500.0,0
10433,14029,25-29,Man,Mexico,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999","10,000-14,999",12000.0,5000
10434,588,22-24,Man,China,Master’s degree,Student,3-5 years,0,0,0.0,0
10435,1325,60-69,Man,Colombia,Doctoral degree,Research Scientist,20+ years,$100-$999,"30,000-39,999",35000.0,500
10436,525,18-21,Woman,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0,0
10437,1108,50-54,Man,Japan,I prefer not to answer,Other,20+ years,$0 ($USD),"2,000-2,999",25000.0,0
10438,920,18-21,Man,Nigeria,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
10439,750,18-21,Man,India,Master’s degree,Student,3-5 years,0,0,0.0,0
10440,478,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10441,787,40-44,Man,India,Master’s degree,Other,10-20 years,$100-$999,"60,000-69,999",65000.0,500
10442,1038,25-29,Man,Other,Master’s degree,Data Analyst,< 1 years,$0 ($USD),"4,000-4,999",4500.0,0
10443,1010,45-49,Woman,India,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"4,000-4,999",4500.0,0
10444,863,30-34,Man,Brazil,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","40,000-49,999",45000.0,50000
10445,912,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
10446,267,25-29,Woman,Other,Doctoral degree,Student,3-5 years,0,0,0.0,0
10447,4796,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10448,463,35-39,Man,Other,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"70,000-79,999",75000.0,0
10449,229,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10450,901,35-39,Man,Russia,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"4,000-4,999",4500.0,0
10451,645,25-29,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10452,351,22-24,Man,India,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"1,000-1,999",1500.0,0
10453,40124,45-49,Man,Australia,Doctoral degree,Data Analyst,10-20 years,"$1000-$9,999","40,000-49,999",45000.0,5000
10454,765,25-29,Woman,Nigeria,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","40,000-49,999",45000.0,5000
10455,1342,35-39,Woman,United States of America,Doctoral degree,Statistician,10-20 years,$0 ($USD),"20,000-24,999",23000.0,0
10456,1056,35-39,Man,Brazil,Master’s degree,Other,< 1 years,"$1000-$9,999","20,000-24,999",23000.0,5000
10457,917,30-34,Man,United States of America,Master’s degree,Product Manager,5-10 years,"$100,000 or more ($USD)","50,000-59,999",55000.0,100000
10458,796,25-29,Man,Malaysia,Bachelor’s degree,Machine Learning Engineer,3-5 years,"$1000-$9,999","4,000-4,999",4500.0,5000
10459,119189,45-49,Man,United States of America,Master’s degree,Software Engineer,20+ years,"$1000-$9,999","150,000-199,999",175000.0,5000
10460,3004,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10461,5051,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
10462,989,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
10463,371,18-21,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
10464,399,22-24,Man,Spain,Bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999","50,000-59,999",55000.0,5000
10465,383,50-54,Man,United States of America,Bachelor’s degree,Other,I have never written code,$0 ($USD),"50,000-59,999",55000.0,0
10466,797,22-24,Man,Other,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
10467,353,18-21,Man,India,No formal education past high school,Student,< 1 years,0,0,0.0,0
10468,174,30-34,Nonbinary,Indonesia,Master’s degree,Program/Project Manager,3-5 years,"$100,000 or more ($USD)",">$1,000,000",1000000.0,100000
10469,641,25-29,Man,India,Doctoral degree,Student,5-10 years,0,0,0.0,0
10470,1053,25-29,Woman,Egypt,Bachelor’s degree,Research Scientist,3-5 years,"$1000-$9,999",$0-999,500.0,5000
10471,1276,60-69,Man,United States of America,Master’s degree,Data Scientist,20+ years,"$100,000 or more ($USD)","150,000-199,999",175000.0,100000
10472,458,35-39,Man,India,Professional doctorate,Student,< 1 years,0,0,0.0,0
10473,932,45-49,Man,United Arab Emirates,Master’s degree,Software Engineer,10-20 years,"$1000-$9,999","90,000-99,999",95000.0,5000
10474,432,18-21,Man,Other,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0,0
10475,411,50-54,Woman,Switzerland,Master’s degree,Software Engineer,10-20 years,0,"40,000-49,999",45000.0,0
10476,711,25-29,Man,India,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
10477,745,25-29,Man,India,Master’s degree,Other,3-5 years,$0 ($USD),$0-999,500.0,0
10478,729,25-29,Man,India,Master’s degree,Data Scientist,1-3 years,$0 ($USD),"1,000-1,999",1500.0,0
10479,1312,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,< 1 years,"$1000-$9,999","1,000-1,999",1500.0,5000
10480,287,40-44,Man,Poland,Master’s degree,Business Analyst,1-3 years,0,0,0.0,0
10481,290,22-24,Nonbinary,United States of America,Some college/university study without earning a bachelor’s degree,Other,< 1 years,$0 ($USD),"40,000-49,999",45000.0,0
10482,882,45-49,Man,United States of America,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
10483,800,18-21,Man,India,Master’s degree,Student,3-5 years,0,0,0.0,0
10484,705,35-39,Man,India,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"40,000-49,999",45000.0,0
10485,372,25-29,Woman,India,Master’s degree,Software Engineer,3-5 years,$1-$99,"20,000-24,999",23000.0,50
10486,600,40-44,Man,Viet Nam,Master’s degree,Research Scientist,3-5 years,"$1000-$9,999","100,000-124,999",120000.0,5000
10487,448,30-34,Woman,India,Master’s degree,Program/Project Manager,5-10 years,$0 ($USD),"70,000-79,999",75000.0,0
10488,1348,25-29,Man,Brazil,Master’s degree,Currently not employed,5-10 years,0,0,0.0,0
10489,774,22-24,Man,Italy,Master’s degree,Student,1-3 years,0,0,0.0,0
10490,496,50-54,Man,Malaysia,Bachelor’s degree,Other,3-5 years,$0 ($USD),"15,000-19,999",17000.0,0
10491,505,55-59,Man,India,Master’s degree,Software Engineer,20+ years,$100-$999,"4,000-4,999",4500.0,500
10492,146,22-24,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10493,491,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,$1-$99,"1,000-1,999",1500.0,50
10494,708,18-21,Man,Egypt,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10495,730,22-24,Man,India,Master’s degree,Data Scientist,1-3 years,"$10,000-$99,999","5,000-7,499",65000.0,50000
10496,380,22-24,Man,Saudi Arabia,Doctoral degree,Student,5-10 years,0,0,0.0,0
10497,595,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20+ years,"$10,000-$99,999","200,000-249,999",225000.0,50000
10498,211,18-21,Man,India,Bachelor’s degree,Software Engineer,< 1 years,$0 ($USD),$0-999,500.0,0
10499,373,18-21,Man,China,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10500,783,25-29,Man,Nigeria,Bachelor’s degree,Research Scientist,< 1 years,"$1000-$9,999",$0-999,500.0,5000
10501,1690,35-39,Man,Italy,Master’s degree,Program/Project Manager,< 1 years,"$100,000 or more ($USD)","40,000-49,999",45000.0,100000
10502,831,25-29,Man,Chile,Master’s degree,Other,< 1 years,$0 ($USD),$0-999,500.0,0
10503,1042,30-34,Woman,India,I prefer not to answer,Currently not employed,3-5 years,0,0,0.0,0
10504,577,25-29,Man,South Korea,Master’s degree,Machine Learning Engineer,1-3 years,"$1000-$9,999","25,000-29,999",27000.0,5000
10505,1298,40-44,Man,Pakistan,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
10506,1491,18-21,Man,Japan,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10507,713,40-44,Man,Italy,Master’s degree,Other,5-10 years,$1-$99,"2,000-2,999",25000.0,50
10508,314,22-24,Man,India,Master’s degree,Student,1-3 years,0,0,0.0,0
10509,443,25-29,Man,Viet Nam,Bachelor’s degree,Software Engineer,1-3 years,0,0,0.0,0
10510,788,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
10511,430,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10512,409,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years,0,0,0.0,0
10513,506,30-34,Man,United States of America,Doctoral degree,Student,< 1 years,0,0,0.0,0
10514,394,22-24,Prefer not to say,Bangladesh,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10515,22135,22-24,Man,Taiwan,Master’s degree,Student,1-3 years,0,0,0.0,0
10516,637,30-34,Man,India,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"15,000-19,999",17000.0,0
10517,432,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,3-5 years,0,"1,000-1,999",1500.0,0
10518,545,30-34,Man,Ukraine,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"15,000-19,999",17000.0,0
10519,584,35-39,Man,I do not wish to disclose my location,Master’s degree,Business Analyst,I have never written code,$0 ($USD),$0-999,500.0,0
10520,580,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"4,000-4,999",4500.0,0
10521,243,18-21,Man,Egypt,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10522,377,35-39,Woman,United States of America,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
10523,527,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10524,642,30-34,Man,Brazil,No formal education past high school,Currently not employed,< 1 years,0,0,0.0,0
10525,1512,40-44,Man,Kenya,Master’s degree,Research Scientist,3-5 years,"$1000-$9,999","10,000-14,999",12000.0,5000
10526,680,18-21,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
10527,872,50-54,Man,Germany,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
10528,298,25-29,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,0,$0-999,500.0,0
10529,494,18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$100-$999,"1,000-1,999",1500.0,500
10530,522,35-39,Man,Argentina,Master’s degree,Data Analyst,I have never written code,$100-$999,"4,000-4,999",4500.0,500
10531,493,22-24,Man,United States of America,Master’s degree,Data Analyst,1-3 years,"$10,000-$99,999","80,000-89,999",85000.0,50000
10532,875,22-24,Woman,India,Bachelor’s degree,Data Analyst,< 1 years,$1-$99,$0-999,500.0,50
10533,411,25-29,Man,India,Master’s degree,Business Analyst,I have never written code,$1-$99,"5,000-7,499",65000.0,50
10534,86659,18-21,Man,Nigeria,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
10535,764,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,5-10 years,"$1000-$9,999","25,000-29,999",27000.0,5000
10536,2150,22-24,Man,South Korea,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10537,290,18-21,Woman,Canada,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10538,755,30-34,Man,India,Doctoral degree,Program/Project Manager,10-20 years,"$1000-$9,999","30,000-39,999",35000.0,5000
10539,5580,35-39,Man,India,Master’s degree,Software Engineer,10-20 years,$1-$99,"40,000-49,999",45000.0,50
10540,880,22-24,Man,India,Bachelor’s degree,Other,< 1 years,$0 ($USD),"2,000-2,999",25000.0,0
10541,574,45-49,Man,India,Master’s degree,Program/Project Manager,< 1 years,$0 ($USD),"100,000-124,999",120000.0,0
10542,641,40-44,Woman,United States of America,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"70,000-79,999",75000.0,0
10543,497,35-39,Woman,Spain,No formal education past high school,Developer Relations/Advocacy,< 1 years,$0 ($USD),"15,000-19,999",17000.0,0
10544,1769,35-39,Man,United States of America,Bachelor’s degree,Currently not employed,20+ years,0,0,0.0,0
10545,663,22-24,Man,United Arab Emirates,Master’s degree,Research Scientist,3-5 years,"$1000-$9,999","15,000-19,999",17000.0,5000
10546,408,25-29,Man,Japan,Doctoral degree,Data Scientist,< 1 years,$0 ($USD),"40,000-49,999",45000.0,0
10547,1227,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,$100-$999,"7,500-9,999",8500.0,500
10548,918,25-29,Man,Russia,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
10549,610,25-29,Man,Spain,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"30,000-39,999",35000.0,0
10550,1031,25-29,Woman,India,Bachelor’s degree,Data Scientist,< 1 years,"$1000-$9,999","7,500-9,999",8500.0,5000
10551,325,22-24,Man,Taiwan,Master’s degree,Student,< 1 years,0,0,0.0,0
10552,730,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10553,1394,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
10554,280,22-24,Man,United States of America,Bachelor’s degree,Currently not employed,3-5 years,0,0,0.0,0
10555,416,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10556,121,30-34,Man,India,Bachelor’s degree,Data Scientist,1-3 years,0,0,0.0,0
10557,1563,25-29,Man,Russia,Doctoral degree,Data Scientist,3-5 years,$0 ($USD),"25,000-29,999",27000.0,0
10558,1736,35-39,Woman,India,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0,0
10559,789,25-29,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0,0
10560,105233,18-21,Man,Viet Nam,Master’s degree,Student,5-10 years,0,0,0.0,0
10561,325,25-29,Woman,India,Master’s degree,Data Analyst,I have never written code,$0 ($USD),$0-999,500.0,0
10562,581,30-34,Man,India,Bachelor’s degree,Data Analyst,5-10 years,$1-$99,"1,000-1,999",1500.0,50
10563,348,45-49,Man,Pakistan,Bachelor’s degree,Business Analyst,I have never written code,$0 ($USD),"30,000-39,999",35000.0,0
10564,862,30-34,Man,Nigeria,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
10565,792,40-44,Man,France,Master’s degree,Data Analyst,3-5 years,"$1000-$9,999","50,000-59,999",55000.0,5000
10566,125,22-24,Man,United States of America,Bachelor’s degree,Software Engineer,3-5 years,0,0,0.0,0
10567,1349,22-24,Woman,Sri Lanka,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10568,714,18-21,Man,India,Master’s degree,Statistician,< 1 years,$0 ($USD),$0-999,500.0,0
10569,786,40-44,Man,Other,Master’s degree,Data Scientist,1-3 years,$1-$99,"2,000-2,999",25000.0,50
10570,1044,60-69,Man,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,$1-$99,"7,500-9,999",8500.0,50
10571,51117,30-34,Woman,Nigeria,Master’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0,0
10572,406,18-21,Man,India,I prefer not to answer,Data Scientist,< 1 years,0,0,0.0,0
10573,3686,45-49,Man,Egypt,Doctoral degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","3,000-3,999",3500.0,5000
10574,681,40-44,Man,Belgium,Master’s degree,Data Analyst,10-20 years,$0 ($USD),"70,000-79,999",75000.0,0
10575,442,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,1-3 years,$1-$99,$0-999,500.0,50
10576,278,25-29,Man,Uganda,Bachelor’s degree,Data Scientist,3-5 years,0,0,0.0,0
10577,385,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10578,3258,50-54,Man,Colombia,Master’s degree,Software Engineer,20+ years,$0 ($USD),"100,000-124,999",120000.0,0
10579,569,50-54,Man,Mexico,Master’s degree,Program/Project Manager,3-5 years,$100-$999,"30,000-39,999",35000.0,500
10580,449,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
10581,309,22-24,Woman,Mexico,Master’s degree,Student,< 1 years,0,0,0.0,0
10582,486,22-24,Man,India,Master’s degree,Data Scientist,< 1 years,$0 ($USD),"1,000-1,999",1500.0,0
10583,1296,25-29,Man,Ukraine,Doctoral degree,Research Scientist,1-3 years,"$1000-$9,999","20,000-24,999",23000.0,5000
10584,302781,25-29,Man,Other,Bachelor’s degree,Data Analyst,5-10 years,$0 ($USD),"40,000-49,999",45000.0,0
10585,4213,22-24,Man,Turkey,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"1,000-1,999",1500.0,50
10586,1019,25-29,Man,Taiwan,Master’s degree,Machine Learning Engineer,1-3 years,"$100,000 or more ($USD)","1,000-1,999",1500.0,100000
10587,500,18-21,Man,Russia,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,$0-999,500.0,50
10588,7932,25-29,Man,India,Master’s degree,Business Analyst,I have never written code,$0 ($USD),"5,000-7,499",65000.0,0
10589,936,22-24,Man,India,Master’s degree,Other,5-10 years,$0 ($USD),"5,000-7,499",65000.0,0
10590,337,18-21,Woman,United States of America,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
10591,214,18-21,Man,Bangladesh,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10592,856,25-29,Man,India,Master’s degree,Data Scientist,< 1 years,"$10,000-$99,999","4,000-4,999",4500.0,50000
10593,49615,25-29,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,5-10 years,0,0,0.0,0
10594,678,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10595,269,18-21,Man,United States of America,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10596,766,45-49,Man,France,Master’s degree,Machine Learning Engineer,20+ years,"$1000-$9,999","50,000-59,999",55000.0,5000
10597,533,18-21,Man,Germany,Master’s degree,Machine Learning Engineer,1-3 years,$1-$99,"5,000-7,499",65000.0,50
10598,909,50-54,Man,United States of America,Bachelor’s degree,Other,20+ years,"$1000-$9,999","100,000-124,999",120000.0,5000
10599,1236,55-59,Man,United States of America,Doctoral degree,Research Scientist,20+ years,$0 ($USD),"200,000-249,999",225000.0,0
10600,1451,18-21,Woman,Indonesia,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10601,277,30-34,Man,India,Doctoral degree,Research Scientist,< 1 years,0,$0-999,500.0,0
10602,514,45-49,Man,Spain,Some college/university study without earning a bachelor’s degree,Program/Project Manager,3-5 years,$0 ($USD),$0-999,500.0,0
10603,819,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
10604,471,50-54,Man,France,Master’s degree,DBA/Database Engineer,20+ years,$0 ($USD),"40,000-49,999",45000.0,0
10605,932,50-54,Man,Other,Bachelor’s degree,Other,< 1 years,$0 ($USD),"10,000-14,999",12000.0,0
10606,1101,30-34,Man,Other,Bachelor’s degree,Data Analyst,< 1 years,"$1000-$9,999","1,000-1,999",1500.0,5000
10607,330439,50-54,Man,Kenya,Doctoral degree,Research Scientist,< 1 years,0,0,0.0,0
10608,185,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
10609,936,25-29,Man,Nigeria,Bachelor’s degree,Other,I have never written code,$0 ($USD),"1,000-1,999",1500.0,0
10610,1147,22-24,Prefer not to say,China,Master’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999,500.0,0
10611,1145,30-34,Man,Nigeria,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
10612,423,30-34,Man,India,Master’s degree,Machine Learning Engineer,< 1 years,$1-$99,$0-999,500.0,50
10613,443,25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"100,000-124,999",120000.0,0
10614,387,25-29,Woman,Pakistan,Bachelor’s degree,Product Manager,I have never written code,$0 ($USD),"2,000-2,999",25000.0,0
10615,636,25-29,Man,India,Master’s degree,Program/Project Manager,1-3 years,"$10,000-$99,999","30,000-39,999",35000.0,50000
10616,3534,40-44,Woman,France,Professional doctorate,Research Scientist,10-20 years,$0 ($USD),"25,000-29,999",27000.0,0
10617,930,50-54,Man,India,Doctoral degree,Other,5-10 years,$1-$99,"60,000-69,999",65000.0,50
10618,390,25-29,Man,Switzerland,Master’s degree,Student,3-5 years,0,0,0.0,0
10619,1490,60-69,Man,United States of America,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"40,000-49,999",45000.0,0
10620,2762,45-49,Man,United States of America,Master’s degree,DBA/Database Engineer,10-20 years,$0 ($USD),"90,000-99,999",95000.0,0
10621,750,22-24,Man,Other,Bachelor’s degree,Data Scientist,3-5 years,$100-$999,$0-999,500.0,500
10622,247,22-24,Woman,India,I prefer not to answer,Machine Learning Engineer,< 1 years,0,0,0.0,0
10623,863,25-29,Man,India,Master’s degree,Data Analyst,5-10 years,"$1000-$9,999","15,000-19,999",17000.0,5000
10624,2489,25-29,Woman,India,Master’s degree,Other,5-10 years,$0 ($USD),$0-999,500.0,0
10625,753,40-44,Man,India,Bachelor’s degree,Business Analyst,3-5 years,$0 ($USD),"30,000-39,999",35000.0,0
10626,1033,18-21,Man,China,No formal education past high school,Other,1-3 years,$1-$99,$0-999,500.0,50
10627,521,18-21,Woman,Colombia,Some college/university study without earning a bachelor’s degree,Data Engineer,< 1 years,$0 ($USD),$0-999,500.0,0
10628,428,18-21,Man,India,Master’s degree,Research Scientist,< 1 years,$1-$99,$0-999,500.0,50
10629,541,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
10630,636,45-49,Man,Argentina,Master’s degree,Business Analyst,5-10 years,"$1000-$9,999","10,000-14,999",12000.0,5000
10631,1187,18-21,Man,Pakistan,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
10632,1197,45-49,Man,United States of America,Master’s degree,Program/Project Manager,20+ years,"$1000-$9,999","150,000-199,999",175000.0,5000
10633,620,25-29,Woman,Taiwan,Some college/university study without earning a bachelor’s degree,Other,< 1 years,$0 ($USD),"10,000-14,999",12000.0,0
10634,1003,22-24,Man,China,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,500.0,0
10635,715,22-24,Woman,Indonesia,Master’s degree,Other,< 1 years,$1-$99,$0-999,500.0,50
