Response Time,Age,Gender,Country,Education,Job Title
665,35-39,Man,Egypt,Bachelor’s degree,Data Scientist
519,25-29,Man,Nigeria,Bachelor’s degree,Currently not employed
406,25-29,Man,Switzerland,Master’s degree,Data Scientist
321,30-34,Man,India,Master’s degree,Data Analyst
411,40-44,Man,United States of America,Bachelor’s degree,Developer Relations/Advocacy
511,30-34,Man,United States of America,Master’s degree,Data Scientist
491,22-24,Man,India,Master’s degree,Student
3350,40-44,Man,Australia,Bachelor’s degree,Other
2939,25-29,Woman,United States of America,Master’s degree,Student
523,22-24,Man,India,Master’s degree,Student
297,18-21,Woman,India,Bachelor’s degree,Student
648,60-69,Woman,Israel,Master’s degree,Research Scientist
440,22-24,Man,Turkey,Bachelor’s degree,Data Scientist
695,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Research Scientist
884,55-59,Man,Canada,Doctoral degree,Data Scientist
7415,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst
1067,18-21,Man,Pakistan,Master’s degree,Currently not employed
284,18-21,Man,India,Bachelor’s degree,Student
719,30-34,Man,India,Master’s degree,Program/Project Manager
335,18-21,Man,India,Bachelor’s degree,Student
902,70+,Man,Russia,Doctoral degree,Currently not employed
948,30-34,Man,Japan,Master’s degree,Research Scientist
195,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student
1117,25-29,Man,Egypt,Master’s degree,Machine Learning Engineer
630,22-24,Man,Other,Bachelor’s degree,Other
726,35-39,Man,Other,Master’s degree,Data Scientist
566,30-34,Man,Japan,Master’s degree,Machine Learning Engineer
951,60-69,Man,Japan,Doctoral degree,Currently not employed
252,35-39,Man,United States of America,Master’s degree,Software Engineer
412,40-44,Man,Chile,Bachelor’s degree,Business Analyst
721,18-21,Man,India,Bachelor’s degree,Currently not employed
2680,22-24,Man,India,Master’s degree,Student
1248,30-34,Man,Japan,Master’s degree,Other
149,30-34,Man,India,Bachelor’s degree,Software Engineer
624,25-29,Man,Russia,Doctoral degree,Machine Learning Engineer
1277,22-24,Man,Pakistan,Bachelor’s degree,Student
660,30-34,Man,Spain,Doctoral degree,Other
223,22-24,Man,China,Master’s degree,Student
1147,35-39,Man,Russia,Professional doctorate,Data Scientist
763,18-21,Man,Nigeria,Bachelor’s degree,Student
484,40-44,Man,Netherlands,Master’s degree,Data Scientist
788,22-24,Man,Pakistan,Doctoral degree,Machine Learning Engineer
2578,35-39,Man,Japan,Master’s degree,Product Manager
557,22-24,Woman,India,Bachelor’s degree,Data Analyst
510,35-39,Man,India,Bachelor’s degree,Data Scientist
288,25-29,Man,Canada,Master’s degree,Student
694,30-34,Man,Egypt,Bachelor’s degree,Currently not employed
228,18-21,Man,China,Bachelor’s degree,Software Engineer
500,22-24,Man,India,Bachelor’s degree,Software Engineer
546,30-34,Man,Singapore,Doctoral degree,Program/Project Manager
576,25-29,Man,France,Doctoral degree,Data Scientist
398,18-21,Man,India,Bachelor’s degree,Student
537,25-29,Woman,Brazil,Doctoral degree,Data Scientist
996,18-21,Prefer not to say,China,Bachelor’s degree,Software Engineer
303,22-24,Man,India,Master’s degree,Student
1863,18-21,Man,I do not wish to disclose my location,Master’s degree,Student
1163,40-44,Man,Ghana,Master’s degree,Business Analyst
541,30-34,Man,United States of America,Master’s degree,Data Analyst
703,18-21,Woman,Pakistan,Bachelor’s degree,Data Scientist
969,22-24,Man,India,Bachelor’s degree,Student
800,30-34,Nonbinary,United States of America,Bachelor’s degree,Data Scientist
2341760,22-24,Man,India,Master’s degree,Student
4240,22-24,Man,Mexico,Master’s degree,Student
226,40-44,Man,Japan,Master’s degree,Machine Learning Engineer
697,45-49,Man,United States of America,Bachelor’s degree,Software Engineer
681,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
261,25-29,Man,India,I prefer not to answer,Software Engineer
509,22-24,Man,Ghana,Bachelor’s degree,Student
683,25-29,Man,United States of America,Master’s degree,Data Scientist
697,35-39,Nonbinary,Japan,Doctoral degree,Data Scientist
3021,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student
191,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst
555,18-21,Woman,Sweden,Master’s degree,Machine Learning Engineer
655,40-44,Man,India,Bachelor’s degree,Business Analyst
429,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst
624,25-29,Woman,India,Bachelor’s degree,Data Scientist
913,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist
489,18-21,Man,India,Master’s degree,Software Engineer
1136,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
496,50-54,Man,Singapore,Bachelor’s degree,Currently not employed
1274,25-29,Man,India,I prefer not to answer,Data Analyst
426,22-24,Woman,India,Bachelor’s degree,Software Engineer
374,18-21,Man,India,Bachelor’s degree,Student
463,25-29,Man,United States of America,Bachelor’s degree,Machine Learning Engineer
29737,30-34,Man,Malaysia,Bachelor’s degree,Data Scientist
685,35-39,Man,South Korea,Doctoral degree,Research Scientist
63235,30-34,Man,Chile,Bachelor’s degree,Data Scientist
1757,22-24,Man,China,Master’s degree,Developer Relations/Advocacy
885,25-29,Man,Taiwan,Master’s degree,Student
803,25-29,Man,India,Master’s degree,Data Scientist
864,25-29,Woman,Nigeria,Master’s degree,Machine Learning Engineer
1429,60-69,Man,Italy,Master’s degree,Data Scientist
799,22-24,Man,Japan,Master’s degree,Machine Learning Engineer
412,40-44,Man,United States of America,Master’s degree,Other
358,18-21,Man,India,Bachelor’s degree,Student
2126,30-34,Man,Kenya,Master’s degree,Research Scientist
10441,35-39,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other
708,30-34,Prefer not to say,Portugal,Master’s degree,Currently not employed
505,40-44,Man,Portugal,Doctoral degree,Data Scientist
484,18-21,Man,India,Bachelor’s degree,Student
4287,35-39,Man,Chile,Some college/university study without earning a bachelor’s degree,Data Scientist
1428,40-44,Man,India,I prefer not to answer,Currently not employed
2728,22-24,Man,United States of America,Bachelor’s degree,Currently not employed
356,22-24,Man,Japan,Master’s degree,Student
453,60-69,Prefer not to say,Other,Master’s degree,Program/Project Manager
818,40-44,Man,United States of America,Doctoral degree,Data Scientist
753,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student
328,22-24,Woman,India,Bachelor’s degree,Student
779,18-21,Man,India,Bachelor’s degree,Student
455,40-44,Man,Philippines,Master’s degree,Data Analyst
681,25-29,Man,Nigeria,Master’s degree,Software Engineer
1055,55-59,Man,India,Master’s degree,Other
906,25-29,Woman,France,Master’s degree,Data Scientist
394,18-21,Man,India,Bachelor’s degree,Student
2826,30-34,Man,India,Master’s degree,Product Manager
388,22-24,Man,Saudi Arabia,Bachelor’s degree,Student
467,18-21,Woman,I do not wish to disclose my location,Bachelor’s degree,Currently not employed
484,30-34,Man,Other,Master’s degree,Software Engineer
351,30-34,Woman,Viet Nam,Master’s degree,Research Scientist
966,22-24,Man,India,Bachelor’s degree,Data Engineer
353,18-21,Man,India,Bachelor’s degree,Student
715,22-24,Man,Nepal,Master’s degree,Data Analyst
2085418,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer
774,30-34,Woman,Viet Nam,Master’s degree,Data Analyst
912,18-21,Man,India,Bachelor’s degree,Student
1208,35-39,Woman,Canada,Doctoral degree,Data Scientist
676,35-39,Woman,Germany,Professional doctorate,Developer Relations/Advocacy
534,22-24,Man,India,Bachelor’s degree,Student
507,22-24,Man,Bangladesh,Bachelor’s degree,Data Scientist
278,18-21,Man,India,Bachelor’s degree,Student
614,35-39,Man,Brazil,Bachelor’s degree,Data Engineer
4798,50-54,Man,United States of America,Master’s degree,Software Engineer
474,30-34,Man,Malaysia,Master’s degree,Research Scientist
900,25-29,Man,Bangladesh,Master’s degree,Other
625,22-24,Man,India,Master’s degree,Machine Learning Engineer
268,22-24,Man,India,Bachelor’s degree,Currently not employed
905,40-44,Man,Other,Master’s degree,DBA/Database Engineer
3171,30-34,Man,Peru,Master’s degree,Research Scientist
803,22-24,Man,India,Bachelor’s degree,DBA/Database Engineer
1826,30-34,Man,Russia,Master’s degree,DBA/Database Engineer
1260,22-24,Man,France,Master’s degree,Data Scientist
359,18-21,Man,India,Master’s degree,Student
3779,22-24,Man,Ghana,Bachelor’s degree,Student
582,18-21,Man,India,Bachelor’s degree,Student
696,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist
438,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer
1026,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Statistician
483,22-24,Man,India,Master’s degree,Student
678,50-54,Man,France,Master’s degree,Other
779,25-29,Man,China,Master’s degree,Student
1477,70+,Man,France,Professional doctorate,Other
2251,40-44,Man,Romania,I prefer not to answer,Student
222,22-24,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Business Analyst
1167,25-29,Man,Other,Bachelor’s degree,Software Engineer
1234,30-34,Man,India,Master’s degree,Data Scientist
206,60-69,Man,United States of America,Master’s degree,Currently not employed
2408,30-34,Man,India,Master’s degree,Software Engineer
339,30-34,Man,Sri Lanka,Bachelor’s degree,Currently not employed
683,45-49,Man,United States of America,Master’s degree,Software Engineer
2525,45-49,Man,Colombia,Master’s degree,Program/Project Manager
454,25-29,Man,United States of America,Master’s degree,Other
30862,22-24,Man,Turkey,Master’s degree,Student
482,22-24,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Statistician
320,18-21,Man,India,Bachelor’s degree,Student
431,25-29,Man,India,Bachelor’s degree,Data Analyst
1630,25-29,Man,Netherlands,Master’s degree,Data Analyst
1021,22-24,Man,India,Master’s degree,Student
63030,30-34,Woman,Saudi Arabia,Doctoral degree,Data Analyst
927,18-21,Man,India,Bachelor’s degree,Student
355,22-24,Woman,India,Bachelor’s degree,Student
530,22-24,Man,India,Master’s degree,Data Analyst
611,18-21,Man,Belarus,Some college/university study without earning a bachelor’s degree,Software Engineer
331,40-44,Man,Colombia,Master’s degree,Other
729,25-29,Man,Ghana,Bachelor’s degree,Other
378,35-39,Man,Indonesia,I prefer not to answer,Program/Project Manager
639,18-21,Man,Poland,Bachelor’s degree,Student
289,25-29,Woman,United States of America,Master’s degree,Business Analyst
612,18-21,Man,Indonesia,Master’s degree,Machine Learning Engineer
877,35-39,Man,Italy,Master’s degree,Software Engineer
600,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Data Scientist
732,18-21,Woman,India,Master’s degree,Student
560,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer
1770,18-21,Woman,India,Bachelor’s degree,Student
478,55-59,Woman,United States of America,Master’s degree,Business Analyst
647,25-29,Man,Ghana,Bachelor’s degree,Data Scientist
716,30-34,Man,Japan,Master’s degree,Data Scientist
303,22-24,Woman,India,Bachelor’s degree,Software Engineer
476,40-44,Man,India,Master’s degree,Data Scientist
650,18-21,Woman,China,Bachelor’s degree,Student
237,18-21,Woman,India,Bachelor’s degree,Student
568,22-24,Man,India,Master’s degree,Data Scientist
450,45-49,Man,Singapore,Master’s degree,Other
1627,25-29,Man,Other,Bachelor’s degree,Machine Learning Engineer
416,25-29,Woman,United States of America,Master’s degree,Data Analyst
722,35-39,Woman,Netherlands,Bachelor’s degree,Software Engineer
1563,55-59,Man,Colombia,Bachelor’s degree,Software Engineer
210,30-34,Nonbinary,Brazil,Bachelor’s degree,Data Engineer
647,22-24,Man,China,Doctoral degree,Machine Learning Engineer
483,45-49,Man,Spain,Doctoral degree,Research Scientist
2538,45-49,Man,Egypt,Bachelor’s degree,Data Analyst
343,25-29,Man,Kazakhstan,Master’s degree,Data Scientist
675,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer
336,40-44,Man,Egypt,Bachelor’s degree,Data Analyst
446,22-24,Man,Pakistan,Master’s degree,Data Scientist
376,18-21,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer
798,25-29,Man,Egypt,Bachelor’s degree,Software Engineer
602,55-59,Man,United States of America,Master’s degree,Data Scientist
724,25-29,Woman,Netherlands,Master’s degree,Data Analyst
981,45-49,Man,Germany,Master’s degree,Software Engineer
232,25-29,Man,Brazil,Master’s degree,Other
242,18-21,Man,India,Bachelor’s degree,Student
2325,18-21,Man,Viet Nam,No formal education past high school,Machine Learning Engineer
710,40-44,Man,India,Master’s degree,Data Engineer
381,50-54,Man,United States of America,Master’s degree,Software Engineer
503942,30-34,Woman,United States of America,Bachelor’s degree,Data Scientist
549,30-34,Man,India,Bachelor’s degree,Software Engineer
525,30-34,Man,United States of America,Master’s degree,Data Scientist
328,50-54,Man,Mexico,Bachelor’s degree,Data Analyst
299,18-21,Man,Russia,Some college/university study without earning a bachelor’s degree,Student
311,30-34,Man,India,Master’s degree,Statistician
682,18-21,Woman,India,Bachelor’s degree,Student
2251,40-44,Man,Belarus,Master’s degree,Data Analyst
1137,35-39,Man,Taiwan,Doctoral degree,Machine Learning Engineer
926,35-39,Man,Sri Lanka,Some college/university study without earning a bachelor’s degree,Software Engineer
619,40-44,Woman,India,Master’s degree,Other
1060,35-39,Woman,United States of America,Bachelor’s degree,Data Analyst
1183,40-44,Woman,Brazil,I prefer not to answer,Statistician
264,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student
268,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student
1486,25-29,Man,Pakistan,Master’s degree,Software Engineer
4736,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst
1799,45-49,Man,Other,Bachelor’s degree,Data Scientist
420,40-44,Man,United States of America,Master’s degree,Software Engineer
205,30-34,Man,United States of America,Master’s degree,Currently not employed
647,55-59,Man,India,Master’s degree,Software Engineer
727,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other
306,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer
519,18-21,Man,India,Bachelor’s degree,Student
396,18-21,Prefer not to say,Indonesia,Bachelor’s degree,Student
327,22-24,Man,Bangladesh,Bachelor’s degree,Research Scientist
919,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer
928,22-24,Man,India,Master’s degree,Student
564,55-59,Man,Italy,Master’s degree,Other
296,35-39,Man,Japan,Master’s degree,Program/Project Manager
143,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
280,18-21,Man,Philippines,Bachelor’s degree,Student
272,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer
490,22-24,Man,South Korea,Bachelor’s degree,Student
595,25-29,Man,Other,Bachelor’s degree,Student
342,35-39,Man,Canada,Bachelor’s degree,Data Analyst
336,18-21,Man,India,Bachelor’s degree,Student
1717,25-29,Man,Other,Master’s degree,Data Scientist
527,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Data Analyst
646,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer
632,30-34,Man,Other,Bachelor’s degree,Software Engineer
757,18-21,Man,India,Bachelor’s degree,Student
446,30-34,Man,Australia,Bachelor’s degree,DBA/Database Engineer
2130,25-29,Man,India,Master’s degree,Currently not employed
1682,25-29,Man,India,Bachelor’s degree,Software Engineer
656,60-69,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer
855,45-49,Man,Australia,Doctoral degree,Program/Project Manager
543,40-44,Man,China,Doctoral degree,Data Scientist
627,45-49,Man,Russia,Doctoral degree,Data Analyst
1432,30-34,Woman,United States of America,Bachelor’s degree,Student
2448,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student
3199,55-59,Man,Singapore,Master’s degree,Data Analyst
514,60-69,Man,United States of America,Doctoral degree,Research Scientist
925,40-44,Man,Russia,Master’s degree,Data Scientist
427,25-29,Man,United States of America,Master’s degree,Research Scientist
526,50-54,Man,Taiwan,Doctoral degree,Currently not employed
367,25-29,Man,Taiwan,Master’s degree,Student
191,25-29,Woman,Portugal,Bachelor’s degree,Student
661,30-34,Man,Turkey,Master’s degree,Data Scientist
1002,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst
618,25-29,Man,India,Master’s degree,Currently not employed
1199,25-29,Woman,India,Master’s degree,Software Engineer
2743,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist
463,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist
499,25-29,Man,Colombia,Bachelor’s degree,Software Engineer
13140,40-44,Man,Colombia,Master’s degree,Data Analyst
701,25-29,Woman,Egypt,Master’s degree,Currently not employed
442,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer
1013,40-44,Man,India,Master’s degree,Other
439256,25-29,Man,India,Master’s degree,Software Engineer
3806,22-24,Woman,Taiwan,Master’s degree,Student
806,45-49,Man,France,Master’s degree,Product Manager
505,25-29,Man,Italy,Professional doctorate,Student
1252,22-24,Woman,India,Bachelor’s degree,Research Scientist
560,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist
904,18-21,Man,India,Bachelor’s degree,Student
1425,35-39,Woman,United States of America,Master’s degree,Data Analyst
287,18-21,Man,India,Master’s degree,Student
570,30-34,Man,Japan,I prefer not to answer,Software Engineer
730,30-34,Man,France,Master’s degree,Student
1648,35-39,Man,Other,Bachelor’s degree,Developer Relations/Advocacy
818,70+,Man,United States of America,Master’s degree,Data Scientist
440,22-24,Man,India,Master’s degree,Statistician
487,22-24,Man,Viet Nam,Bachelor’s degree,Student
245,25-29,Man,India,Bachelor’s degree,Business Analyst
813,30-34,Man,Other,Bachelor’s degree,Software Engineer
294,22-24,Woman,Pakistan,Doctoral degree,Statistician
633,25-29,Woman,Australia,Master’s degree,Data Scientist
608,25-29,Woman,Canada,Master’s degree,Data Scientist
795,25-29,Man,Algeria,Doctoral degree,Research Scientist
1313,40-44,Man,Brazil,Bachelor’s degree,Machine Learning Engineer
2276,22-24,Man,India,Master’s degree,Student
908,25-29,Man,United States of America,Master’s degree,Product Manager
407,35-39,Woman,India,Professional doctorate,Research Scientist
442,18-21,Man,Indonesia,Bachelor’s degree,Other
438,30-34,Man,United States of America,Master’s degree,Data Scientist
4777,25-29,Man,Russia,Doctoral degree,Machine Learning Engineer
399,18-21,Woman,India,Bachelor’s degree,Student
640,30-34,Man,Russia,Professional doctorate,Research Scientist
873,35-39,Man,India,Master’s degree,Data Engineer
2899,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
700,18-21,Man,India,Bachelor’s degree,Currently not employed
755,35-39,Man,Taiwan,Doctoral degree,Other
615,18-21,Man,India,Bachelor’s degree,Student
565,45-49,Man,United States of America,Doctoral degree,Software Engineer
479,30-34,Man,Brazil,Master’s degree,Product Manager
806,25-29,Woman,Portugal,Master’s degree,Software Engineer
725,35-39,Man,India,Bachelor’s degree,Program/Project Manager
2861,40-44,Man,Sweden,Master’s degree,Data Analyst
2767,22-24,Man,Other,Bachelor’s degree,Other
237,25-29,Man,United States of America,Bachelor’s degree,Currently not employed
248,22-24,Man,India,Master’s degree,Data Scientist
280,22-24,Man,Indonesia,Master’s degree,Student
464,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Student
1311,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist
186,25-29,Man,Brazil,Bachelor’s degree,Student
598,25-29,Man,China,Master’s degree,Machine Learning Engineer
141,18-21,Man,Poland,Some college/university study without earning a bachelor’s degree,Student
780,35-39,Man,India,Master’s degree,Other
846,18-21,Woman,Pakistan,Bachelor’s degree,Machine Learning Engineer
320,22-24,Man,United States of America,Bachelor’s degree,Currently not employed
261,25-29,Prefer not to say,Greece,Master’s degree,Data Scientist
1185,45-49,Man,South Korea,Master’s degree,Data Scientist
686,40-44,Woman,Japan,No formal education past high school,Program/Project Manager
256,25-29,Woman,Germany,Master’s degree,Other
987,40-44,Man,Japan,Master’s degree,Program/Project Manager
15198,18-21,Man,India,Master’s degree,Student
664,25-29,Man,Singapore,Master’s degree,Data Scientist
187,25-29,Man,Egypt,Bachelor’s degree,Data Analyst
504,40-44,Man,Ukraine,Master’s degree,Currently not employed
314,35-39,Man,Australia,Bachelor’s degree,Data Engineer
430,22-24,Man,India,Bachelor’s degree,Data Engineer
526,22-24,Woman,India,Master’s degree,Data Scientist
485,50-54,Man,India,Some college/university study without earning a bachelor’s degree,Business Analyst
1175,22-24,Man,Sri Lanka,Bachelor’s degree,Student
1119,22-24,Woman,India,Master’s degree,Currently not employed
1032,40-44,Man,India,Bachelor’s degree,Data Scientist
1165,25-29,Man,United States of America,Master’s degree,Student
767,35-39,Man,Chile,Bachelor’s degree,Software Engineer
420,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
409,25-29,Woman,United States of America,Master’s degree,Data Engineer
1139,25-29,Man,Japan,Master’s degree,Student
876,22-24,Man,Taiwan,Bachelor’s degree,Machine Learning Engineer
7501,70+,Nonbinary,Canada,I prefer not to answer,Other
252,45-49,Man,India,Bachelor’s degree,Product Manager
3517,40-44,Man,Portugal,Doctoral degree,Research Scientist
205,18-21,Man,India,Bachelor’s degree,Student
373,22-24,Man,India,Master’s degree,Software Engineer
290,22-24,Man,Other,Master’s degree,Student
167,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student
433,40-44,Man,United States of America,Doctoral degree,Student
852,25-29,Man,India,Bachelor’s degree,Data Analyst
888,22-24,Man,Other,Master’s degree,Data Scientist
13190,18-21,Man,India,Master’s degree,Data Scientist
559,30-34,Man,United States of America,Master’s degree,Business Analyst
7707,25-29,Man,Viet Nam,Bachelor’s degree,Software Engineer
727,25-29,Woman,Egypt,I prefer not to answer,Machine Learning Engineer
789,40-44,Man,Ukraine,I prefer not to answer,Software Engineer
426,25-29,Man,Malaysia,Master’s degree,Data Analyst
530,18-21,Man,India,No formal education past high school,Currently not employed
753,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst
443,22-24,Woman,Poland,Master’s degree,Data Engineer
456,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student
433,35-39,Man,Switzerland,Master’s degree,Business Analyst
487,25-29,Woman,Pakistan,Bachelor’s degree,Currently not employed
202,30-34,Man,India,Master’s degree,Student
417,25-29,Man,Indonesia,Master’s degree,DBA/Database Engineer
854,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst
463,18-21,Man,Viet Nam,Bachelor’s degree,Data Scientist
811,70+,Man,Canada,Bachelor’s degree,Currently not employed
143,18-21,Woman,India,Master’s degree,Student
387,18-21,Man,India,Bachelor’s degree,Student
362,25-29,Man,India,Bachelor’s degree,Other
471,40-44,Man,Brazil,Master’s degree,Statistician
796,40-44,Woman,United States of America,Doctoral degree,Data Scientist
588,30-34,Man,India,Bachelor’s degree,Software Engineer
811,40-44,Man,Czech Republic,Master’s degree,Product Manager
11271,25-29,Woman,Turkey,Master’s degree,Currently not employed
696,40-44,Man,India,Master’s degree,Business Analyst
881,35-39,Man,Other,Bachelor’s degree,Software Engineer
453,25-29,Man,India,Master’s degree,Currently not employed
991,50-54,Man,Russia,Master’s degree,Data Scientist
406,50-54,Man,Canada,Bachelor’s degree,Data Analyst
1202,30-34,Man,Brazil,Master’s degree,Business Analyst
878,40-44,Man,Canada,Master’s degree,Program/Project Manager
281,30-34,Man,Turkey,Master’s degree,Program/Project Manager
677,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student
1422,35-39,Man,India,Bachelor’s degree,Other
484,35-39,Woman,Netherlands,Doctoral degree,Data Scientist
784,18-21,Man,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer
639,22-24,Woman,Colombia,Bachelor’s degree,Research Scientist
1023,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
498,22-24,Man,India,Master’s degree,Student
683,18-21,Man,Pakistan,Bachelor’s degree,Student
342,22-24,Woman,Other,Master’s degree,Other
1424,30-34,Man,China,Doctoral degree,Research Scientist
727,40-44,Man,Russia,Master’s degree,Program/Project Manager
364,35-39,Woman,United States of America,Bachelor’s degree,Other
6791,35-39,Man,Spain,Master’s degree,Data Engineer
369,30-34,Man,Sri Lanka,I prefer not to answer,Data Engineer
307,22-24,Man,India,Bachelor’s degree,Student
1210,30-34,Man,United States of America,Master’s degree,Data Analyst
1883,30-34,Man,Russia,Master’s degree,Data Analyst
529,40-44,Man,Japan,I prefer not to answer,Currently not employed
865,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst
391,25-29,Man,United States of America,Master’s degree,Currently not employed
677,25-29,Man,Chile,Bachelor’s degree,Data Scientist
1088,22-24,Man,Poland,Bachelor’s degree,Data Engineer
1264,18-21,Woman,India,Bachelor’s degree,Student
1033,25-29,Man,India,Master’s degree,Data Analyst
223,25-29,Man,Russia,I prefer not to answer,Student
531,18-21,Woman,India,Bachelor’s degree,Student
201,22-24,Man,United States of America,Bachelor’s degree,Student
953,35-39,Man,Malaysia,Bachelor’s degree,Business Analyst
465,25-29,Woman,United States of America,Doctoral degree,Research Scientist
782,45-49,Man,Japan,Master’s degree,Program/Project Manager
835,18-21,Man,France,Master’s degree,Student
639,60-69,Man,France,Master’s degree,Currently not employed
7809,18-21,Man,Ghana,Bachelor’s degree,Student
173,18-21,Man,Thailand,Bachelor’s degree,Student
5348,25-29,Man,Argentina,Master’s degree,Data Analyst
895,35-39,Man,India,Master’s degree,DBA/Database Engineer
277,25-29,Man,France,Master’s degree,Data Scientist
754,25-29,Man,Japan,Bachelor’s degree,Software Engineer
919,35-39,Man,Japan,Master’s degree,Data Scientist
574,30-34,Man,United States of America,Bachelor’s degree,Other
510,30-34,Man,Russia,Master’s degree,Data Analyst
587,22-24,Man,Nepal,Some college/university study without earning a bachelor’s degree,Other
851,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst
964,40-44,Man,Nigeria,Bachelor’s degree,Currently not employed
509,25-29,Woman,United States of America,Master’s degree,Other
961,22-24,Woman,United States of America,Bachelor’s degree,Research Scientist
880,22-24,Man,China,Master’s degree,Student
399,18-21,Nonbinary,United States of America,No formal education past high school,Currently not employed
220,40-44,Woman,Japan,Bachelor’s degree,Other
2072,30-34,Woman,Russia,Master’s degree,Other
666,45-49,Prefer to self-describe,Canada,Bachelor’s degree,Data Scientist
731,22-24,Man,India,Bachelor’s degree,Data Scientist
908,50-54,Man,United States of America,Bachelor’s degree,Software Engineer
511,40-44,Woman,South Africa,Doctoral degree,Data Scientist
136,18-21,Woman,China,Bachelor’s degree,Student
174,18-21,Man,India,Master’s degree,Student
1037,25-29,Man,India,Bachelor’s degree,Software Engineer
291991,50-54,Woman,Egypt,Doctoral degree,Currently not employed
1349,40-44,Man,Chile,Bachelor’s degree,Data Engineer
549,22-24,Man,China,Master’s degree,Student
637,18-21,Man,Ukraine,Bachelor’s degree,Data Scientist
615,22-24,Man,Japan,Master’s degree,Student
640,35-39,Man,India,Professional doctorate,Product Manager
2434,60-69,Man,Brazil,Master’s degree,Statistician
392,22-24,Woman,Taiwan,Bachelor’s degree,Program/Project Manager
487,25-29,Prefer not to say,India,Master’s degree,Machine Learning Engineer
400,25-29,Man,India,Bachelor’s degree,Currently not employed
456,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer
520,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer
270,22-24,Man,Taiwan,Bachelor’s degree,Student
552,18-21,Man,India,Bachelor’s degree,Data Scientist
919,60-69,Man,Spain,Doctoral degree,Research Scientist
652,22-24,Woman,India,Bachelor’s degree,Student
1573,50-54,Man,Japan,Doctoral degree,Data Scientist
197,18-21,Man,United States of America,Bachelor’s degree,Student
496,25-29,Man,Other,Master’s degree,Student
6545,40-44,Man,United States of America,Bachelor’s degree,DBA/Database Engineer
379,22-24,Woman,India,Bachelor’s degree,Software Engineer
